lea_id,lea_name,identified_student_percentage_isp,eligible_to_participate,near_eligible_to_participate,currently_participating_in_cep,participating_and_eligible_for_a_grace_year,total_number_of_schools_in_participating_eligible_and_near_eligible_le_as,total_student_enrollment_in_participating_and_eligible_le_as,total_number_of_cep_schools_in_the_lea,total_student_enrollment_at_cep_schools,currently_participating_in_cep_district_wide,currently_participating_in_cep_in_one_or_some_schools_not_district_wide,year,participation_type
190,Chatham County Schools,32.4,NA,X,NA,NA,19,9350,NA,NA,NA,NA,2023,Not Participating
19A,Chatham Charter School,23.02,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
200,Cherokee County Schools,55.64,X,NA,X,NA,13,3165,7,1690,NA,S,2023,Some Schools
210,Edenton/Chowan Schools,60.39,X,NA,NA,NA,4,1876,NA,NA,NA,NA,2023,Not Participating
220,Clay County Schools,53.62,X,NA,NA,NA,4,1283,NA,NA,NA,NA,2023,Not Participating
230,Cleveland County Schools,64.48,X,NA,X,NA,27,14222,15,4675,NA,S,2023,Some Schools
240,Columbus County Schools,65.28,X,NA,X,NA,13,5296,15,5296,NA,S,2023,Some Schools
241,Whiteville City Schools,62.78,X,NA,X,NA,4,2077,4,2077,A,NA,2023,District Wide
24N,Classical Charter Schools of Whiteville,60.44,X,NA,X,NA,1,824,1,824,A,NA,2023,District Wide
250,Craven County Schools,45.56,X,NA,X,NA,25,12652,11,5288,NA,S,2023,Some Schools
260,Cumberland County Schools,54.35,X,NA,X,NA,83,48735,62,30184,NA,S,2023,Some Schools
26B,Alpha Academy,51.04,X,NA,NA,NA,1,1013,NA,NA,NA,NA,2023,Not Participating
26C,Capitol Encore Academy,59.72,X,NA,NA,NA,1,648,NA,NA,NA,NA,2023,Not Participating
270,Currituck County Schools,26.95,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
280,Dare County Schools,32.8,NA,X,NA,NA,11,4973,NA,NA,NA,NA,2023,Not Participating
290,Davidson County Schools,42.5,X,NA,NA,NA,36,17838,NA,NA,NA,NA,2023,Not Participating
291,Lexington City Schools,72.45,X,NA,X,NA,7,3016,7,3016,A,NA,2023,District Wide
292,Thomasville City Schools,71.17,X,NA,X,NA,4,2199,4,2199,A,NA,2023,District Wide
298,Residential Schools,68.79,X,NA,X,NA,3,157,3,157,A,NA,2023,District Wide
300,Davie County Schools,43.62,X,NA,NA,NA,12,6087,NA,NA,NA,NA,2023,Not Participating
310,Duplin County Schools,62.3,X,NA,X,NA,13,9890,13,9890,A,NA,2023,District Wide
320,Durham Public Schools,46.66,X,NA,X,NA,53,31438,19,9828,NA,S,2023,Some Schools
32A,Maureen Joy Charter,81.85,X,NA,NA,NA,1,606,NA,NA,NA,NA,2023,Not Participating
32B,Durham Charter School,72.34,X,NA,X,NA,2,629,1,463,NA,S,2023,Some Schools
32C,Community School of Digital and Visual Arts (CSDVA),76.44,X,NA,X,NA,1,191,1,191,A,NA,2023,District Wide
32D,Kestrel Heights Charter School,51.94,X,NA,NA,NA,1,412,NA,NA,NA,NA,2023,Not Participating
32H,Research Triangle Charter,55.7,X,NA,NA,NA,1,693,NA,NA,NA,NA,2023,Not Participating
32K,Central Park School for Children,32.47,NA,X,NA,NA,1,576,NA,NA,NA,NA,2023,Not Participating
32L,Voyager Academy,3.87,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
32M,Global Scholars Academy,64.02,X,NA,X,NA,1,214,1,214,A,NA,2023,District Wide
32S,KIPP Durham College Preparatory,59.24,X,NA,X,NA,1,314,1,314,A,NA,2023,District Wide
330,Edgecombe County Schools,73.34,X,NA,X,NA,14,5383,13,5195,NA,S,2023,Some Schools
33A,North East Carolina Preparatory School,57.73,X,NA,NA,NA,1,925,NA,NA,NA,NA,2023,Not Participating
340,Forsyth County Schools,54.09,X,NA,X,NA,79,53123,48,25512,NA,S,2023,Some Schools
34B,Quality Education Academy,90.98,X,NA,X,NA,1,643,1,643,A,NA,2023,District Wide
34D,Carter G. Woodson School,72.45,X,NA,X,NA,1,432,1,432,A,NA,2023,District Wide
34F,Forsyth Academy,72.01,X,NA,NA,NA,1,693,NA,NA,NA,NA,2023,Not Participating
350,Franklin County Schools,60.94,X,NA,NA,NA,16,7852,NA,NA,NA,NA,2023,Not Participating
360,Gaston County Schools,50.28,X,NA,X,NA,55,29673,19,9158,NA,S,2023,Some Schools
36C,Mountain Island Charter School,18.21,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
36F,Ridgeview Charter School,91.03,X,NA,X,NA,1,223,1,223,A,NA,2023,District Wide
370,Gates County Schools,43.1,X,NA,NA,NA,5,1515,NA,NA,NA,NA,2023,Not Participating
380,Graham County Schools,66.15,X,NA,NA,NA,3,1102,NA,NA,NA,NA,2023,Not Participating
390,Granville County Schools,52.1,X,NA,NA,NA,17,6741,NA,NA,NA,NA,2023,Not Participating
400,Greene County Schools,64.41,X,NA,X,NA,6,2827,6,2827,A,NA,2023,District Wide
410,Guilford County Schools,52.49,X,NA,X,NA,125,68846,66,30745,NA,S,2023,Some Schools
41C,Guilford Preparatory,90.04,X,NA,X,NA,1,502,1,502,A,NA,2023,District Wide
41F,Triad Math & Science Academy,74.23,X,NA,X,NA,1,1238,1,1238,A,NA,2023,District Wide
41H,The College Preparatory and Leadership Academy of High Point,79.89,X,NA,X,NA,1,746,1,746,A,NA,2023,District Wide
41J,Summerfield Charter Academy,11.92,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
41L,Gate City Charter Academy,67.58,X,NA,NA,NA,1,654,NA,NA,NA,NA,2023,Not Participating
41M,Next Generation Academy,96.97,X,NA,X,NA,1,396,1,396,A,NA,2023,District Wide
41R,Summit Creek Academy,59.39,X,NA,NA,NA,1,554,NA,NA,NA,NA,2023,Not Participating
420,Halifax County Schools,78.36,X,NA,X,NA,11,2177,11,2177,A,NA,2023,District Wide
421,Roanoke Rapids City Schools,56.93,X,NA,X,NA,5,2793,5,2793,A,NA,2023,District Wide
422,Weldon City Schools,69.24,X,NA,X,NA,4,673,4,673,A,NA,2023,District Wide
42A,KIPP - Halifax College Preparatory,76.88,X,NA,X,NA,1,571,1,571,A,NA,2023,District Wide
430,Harnett County Schools,46.36,X,NA,X,NA,27,21112,6,3318,NA,S,2023,Some Schools
440,Haywood County Schools,50.1,X,NA,X,NA,15,6529,7,2800,NA,S,2023,Some Schools
450,Henderson County Schools,42.89,X,NA,NA,NA,23,12713,NA,NA,NA,NA,2023,Not Participating
460,Hertford County Schools,78.75,X,NA,X,NA,7,2504,7,2504,A,NA,2023,District Wide
470,Hoke County Schools,50.68,X,NA,X,NA,14,8753,14,8753,A,NA,2023,District Wide
480,Hyde County Schools,66.88,X,NA,X,NA,2,320,2,320,A,NA,2023,District Wide
490,Iredell-Statesville Schools,36.31,NA,X,X,NA,36,20920,1,414,NA,S,2023,Some Schools
491,Mooresville Graded School District,32.79,NA,X,NA,NA,7,5968,NA,NA,NA,NA,2023,Not Participating
49B,American Renaissance Middle School,45.17,X,NA,NA,NA,1,724,NA,NA,NA,NA,2023,Not Participating
49D,Success Institute Charter,79.12,X,NA,X,NA,1,91,1,91,A,NA,2023,District Wide
49F,Langtree Charter Academy,21.48,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
49G,Iredell Charter Academy of Arts & Science,38.73,NA,X,NA,NA,1,612,NA,NA,NA,NA,2023,Not Participating
500,Jackson County Schools,48.85,X,NA,X,NA,10,3570,1,70,NA,S,2023,Some Schools
510,Johnston County Schools,36.79,NA,X,X,X,48,37546,5,2594,NA,S,2023,Some Schools
51B,Johnston Charter Academy,33.04,NA,X,NA,NA,1,684,NA,NA,NA,NA,2023,Not Participating
520,Jones County Schools,68.19,X,NA,X,NA,5,1053,5,1053,A,NA,2023,District Wide
530,Lee County Schools,52.42,X,NA,NA,NA,17,9289,NA,NA,NA,NA,2023,Not Participating
53C,MINA Charter School of Lee County,52.35,X,NA,X,NA,1,405,1,405,A,NA,2023,District Wide
53D,Central Carolina Academy,30.15,NA,X,NA,NA,1,262,NA,NA,NA,NA,2023,Not Participating
540,Lenoir County Public Schools,64.24,X,NA,X,NA,17,8210,17,8210,A,NA,2023,District Wide
54A,Children's Village Academy,83.23,X,NA,X,NA,1,161,1,161,A,NA,2023,District Wide
550,Lincoln County Schools,39.2,NA,X,X,X,22,11651,1,391,NA,S,2023,Some Schools
55B,West Lake Preparatory Academy,30.03,NA,X,NA,NA,1,393,NA,NA,NA,NA,2023,Not Participating
560,Macon County Schools,47.96,X,NA,X,NA,11,4406,2,471,NA,S,2023,Some Schools
570,Madison County Schools,52.76,X,NA,X,NA,6,2068,1,142,NA,S,2023,Some Schools
580,Martin County Schools,68.95,X,NA,X,NA,9,2628,9,2628,A,NA,2023,District Wide
590,McDowell County Schools,57.44,X,NA,NA,NA,14,5924,NA,NA,NA,NA,2023,Not Participating
600,Charlotte-Mecklenburg Schools,41.44,X,NA,X,NA,181,145803,68,46130,NA,S,2023,Some Schools
60B,Sugar Creek Charter,76.37,X,NA,X,NA,2,1477,2,1477,A,NA,2023,District Wide
60G,Queen's Grant Community,29.5,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
60L,KIPP Charlotte,73.16,X,NA,X,NA,2,857,2,857,A,NA,2023,District Wide
60N,Aristotle Preparatory Academy,92.81,X,NA,X,NA,1,153,1,153,A,NA,2023,District Wide
60P,Eastside STREAM Academy,60.92,X,NA,NA,NA,1,284,NA,NA,NA,NA,2023,Not Participating
610,Mitchell County Schools,45.53,X,NA,NA,NA,7,1700,NA,NA,NA,NA,2023,Not Participating
61M,Charlotte Lab School,36.95,NA,X,NA,NA,3,939,NA,NA,NA,NA,2023,Not Participating
61N,The Math and Science Academy of Charlotte,55.03,X,NA,NA,NA,2,656,NA,NA,NA,NA,2023,Not Participating
61Q,Mallard Creek STEM Academy,55.27,X,NA,NA,NA,1,910,NA,NA,NA,NA,2023,Not Participating
61R,Matthew's Charter Academy,39.68,NA,X,NA,NA,1,756,NA,NA,NA,NA,2023,Not Participating
61T,Movement Charter School,90.63,X,NA,X,NA,1,630,1,630,A,NA,2023,District Wide
61Y,Steele Creek Preparatory Academy,59.71,X,NA,NA,NA,1,412,NA,NA,NA,NA,2023,Not Participating
620,Montgomery County Schools,58.59,X,NA,NA,NA,11,3671,NA,NA,NA,NA,2023,Not Participating
62J,Southwest Charlotte STEM Academy,43.45,X,NA,NA,NA,1,771,NA,NA,NA,NA,2023,Not Participating
62K,Movement School Eastland,81.68,X,NA,X,NA,1,382,1,382,A,NA,2023,District Wide
62L,Telra Institute,6.35,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
62P,Movement School Southwest,82.61,X,NA,NA,NA,1,115,NA,NA,NA,NA,2023,Not Participating
630,Moore County Schools,35.35,NA,X,NA,NA,22,13590,NA,NA,NA,NA,2023,Not Participating
640,Nash-Rocky Mount Schools,57.24,X,NA,X,NA,29,14652,10,3491,NA,S,2023,Some Schools
64A,Rocky Mount Preparatory,69.16,X,NA,X,NA,1,950,1,950,A,NA,2023,District Wide
650,New Hanover County Schools,41.66,X,NA,X,NA,46,25839,28,11383,NA,S,2023,Some Schools
65C,Classical Charter Schools of Wilmington,100,X,NA,X,NA,1,121,1,121,A,NA,2023,District Wide
65G,Girls Leadership Academy of Wilmington,57.14,X,NA,X,NA,1,371,1,371,A,NA,2023,District Wide
65H,Wilmington School of the Arts,48.17,X,NA,NA,NA,1,191,NA,NA,NA,NA,2023,Not Participating
660,Northampton County Schools,78.37,X,NA,X,NA,6,1313,6,1313,A,NA,2023,District Wide
66A,Gaston College Preparatory,71.37,X,NA,X,NA,1,1191,1,1191,A,NA,2023,District Wide
670,Onslow County Schools,38.08,NA,X,X,X,39,29076,1,150,NA,S,2023,Some Schools
67B,Z.E.C.A. School of Art and Technology,79.59,X,NA,X,NA,1,98,1,98,A,NA,2023,District Wide
680,Orange County Schools,43.03,X,NA,NA,NA,13,7221,NA,NA,NA,NA,2023,Not Participating
681,Chapel Hill-Carrboro Schools,30.07,NA,X,NA,NA,19,11677,NA,NA,NA,NA,2023,Not Participating
690,Pamlico County Schools,53.59,X,NA,X,NA,4,1211,3,780,NA,S,2023,Some Schools
69A,Arapahoe Charter School,49.04,X,NA,NA,NA,1,469,NA,NA,NA,NA,2023,Not Participating
700,Pasquotank County Schools,58.26,X,NA,X,NA,13,4760,12,4659,NA,S,2023,Some Schools
70A,Northeast Academy for Aerospace and Advanced Technologies,24.8,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
710,Pender County Schools,40.35,X,NA,NA,NA,19,10987,NA,NA,NA,NA,2023,Not Participating
720,Perquimans County Schools,56.35,X,NA,NA,NA,4,1677,NA,NA,NA,NA,2023,Not Participating
730,Person County Schools,56.86,X,NA,X,NA,13,4458,9,2333,NA,S,2023,Some Schools
73A,Bethel Hill Charter,44.07,X,NA,NA,NA,1,354,NA,NA,NA,NA,2023,Not Participating
740,Pitt County Schools,49.72,X,NA,X,NA,39,24236,23,11109,NA,S,2023,Some Schools
74C,Winterville Charter Academy,52.56,X,NA,NA,NA,1,567,NA,NA,NA,NA,2023,Not Participating
750,Polk County Schools,50.3,X,NA,X,NA,7,2159,3,908,NA,S,2023,Some Schools
760,Randolph County Schools,50.99,X,NA,X,NA,31,15239,1,360,NA,S,2023,Some Schools
761,Asheboro City Schools,60.19,X,NA,NA,NA,8,4511,NA,NA,NA,NA,2023,Not Participating
770,Richmond County Schools,73.87,X,NA,X,NA,15,6918,15,6918,A,NA,2023,District Wide
780,Robeson County Schools,67.92,X,NA,X,NA,36,23724,35,23495,NA,S,2023,Some Schools
78A,CIS Academy,51.33,X,NA,NA,NA,1,113,NA,NA,NA,NA,2023,Not Participating
78C,Old Main STREAM Academy,43.96,X,NA,NA,NA,1,273,NA,NA,NA,NA,2023,Not Participating
790,Rockingham County Schools,63.85,X,NA,X,NA,23,11146,9,4187,NA,S,2023,Some Schools
800,Rowan-Salisbury Schools,54.68,X,NA,X,NA,32,17845,10,4299,NA,S,2023,Some Schools
810,Rutherford County Schools,58.2,X,NA,X,NA,19,7529,19,7529,A,NA,2023,District Wide
820,Sampson County Schools,61.66,X,NA,X,NA,18,7961,18,7961,A,NA,2023,District Wide
821,Clinton City Schools,66.28,X,NA,X,NA,5,3016,5,3016,A,NA,2023,District Wide
830,Scotland County Schools,73.86,X,NA,X,NA,10,5635,10,5635,A,NA,2023,District Wide
840,Stanly County Schools,47.65,X,NA,X,NA,22,8321,14,4886,NA,S,2023,Some Schools
850,Stokes County Schools,47.8,X,NA,NA,NA,19,5554,NA,NA,NA,NA,2023,Not Participating
860,Surry County Schools,53.19,X,NA,X,NA,19,7296,1,189,NA,S,2023,Some Schools
861,Elkin City Schools,36.05,NA,X,NA,NA,4,1276,NA,NA,NA,NA,2023,Not Participating
862,Mount Airy City Schools,48.83,X,NA,X,NA,4,1751,2,750,NA,S,2023,Some Schools
870,Swain County Schools,54.02,X,NA,X,NA,4,1777,1,397,NA,S,2023,Some Schools
880,Transylvania County Schools,50.96,X,NA,NA,NA,9,3340,NA,NA,NA,NA,2023,Not Participating
890,Tyrrell County Schools,59,X,NA,X,NA,3,500,3,500,A,NA,2023,District Wide
900,Union County Public Schools,26.89,NA,NA,X,NA,53,42112,3,1024,NA,S,2023,Some Schools
90C,Union Preparatory Academy,32.98,NA,X,NA,NA,1,1031,NA,NA,NA,NA,2023,Not Participating
910,Vance County Schools,78.97,X,NA,X,NA,15,5188,15,5188,A,NA,2023,District Wide
91B,Henderson Collegiate,72.25,X,NA,X,NA,1,1247,1,1247,A,NA,2023,District Wide
920,Wake County Schools,27.62,NA,NA,X,NA,197,162136,7,1399,NA,S,2023,Some Schools
92M,PreEminent Charter,65.21,X,NA,NA,NA,1,710,NA,NA,NA,NA,2023,Not Participating
92V,Wake Forest Charter Academy,29.4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
92W,Cardinal Charter Academy,32.67,NA,X,NA,NA,1,704,NA,NA,NA,NA,2023,Not Participating
930,Warren County Schools,75.24,X,NA,X,NA,7,1785,7,1785,A,NA,2023,District Wide
93A,Haliwa-Saponi Tribal School,82.35,X,NA,X,NA,1,136,1,136,A,NA,2023,District Wide
93J,RISE Southeast Raleigh Charter School,70.61,X,NA,X,NA,1,456,1,456,A,NA,2023,District Wide
93M,Peak Charter Academy,7,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
93P,Rolesville Charter Academy,31.11,NA,X,NA,NA,1,630,NA,NA,NA,NA,2023,Not Participating
93T,Cardinal Charter Academy at Wendell Falls,38.55,NA,X,NA,NA,1,690,NA,NA,NA,NA,2023,Not Participating
93V,Doral Academy of North Carolina,93.2,X,NA,NA,NA,1,103,NA,NA,NA,NA,2023,Not Participating
940,Washington County Schools,80.53,X,NA,X,NA,5,1104,5,1104,A,NA,2023,District Wide
950,Watauga County Schools,29.13,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2023,Not Participating
960,Wayne County Public Schools,58.96,X,NA,X,NA,34,17431,32,17088,NA,S,2023,Some Schools
96C,Dillard Academy,85.32,X,NA,X,NA,1,252,1,252,A,NA,2023,District Wide
970,Wilkes County Schools,51.85,X,NA,X,NA,22,8505,17,5914,NA,S,2023,Some Schools
980,Wilson County Schools,58,X,NA,X,NA,26,10272,18,7409,NA,S,2023,Some Schools
98A,Sallie B Howard School,68.32,X,NA,X,NA,1,1171,1,1171,A,NA,2023,District Wide
98B,Wilson Preparatory Academy,54.19,X,NA,NA,NA,1,716,NA,NA,NA,NA,2023,Not Participating
990,Yadkin County Schools,49.29,X,NA,NA,NA,14,5196,NA,NA,NA,NA,2023,Not Participating
995,Yancey County Schools,50,X,NA,NA,NA,7,2010,NA,NA,NA,NA,2023,Not Participating
010,Alamance-Burlington Schools,52.27,X,NA,X,NA,36,22499,16,7990,NA,S,2024,Some Schools
020,Alexander County Schools,50.61,X,NA,X,NA,11,4501,11,4501,A,NA,2024,District Wide
030,Alleghany County Schools,65.14,X,NA,NA,NA,4,1466,NA,NA,NA,NA,2024,Not Participating
040,Anson County Schools,76.98,X,NA,X,NA,9,2924,9,2924,A,NA,2024,District Wide
050,Ashe County Schools,55.62,X,NA,X,NA,6,2679,6,2679,A,NA,2024,District Wide
060,Avery County Schools,53.62,X,NA,X,NA,8,1863,8,1863,A,NA,2024,District Wide
06B,Marjorie Williams Academy,91.96,X,NA,X,NA,1,112,1,112,A,NA,2024,District Wide
070,Beaufort County Schools,67.87,X,NA,X,NA,13,5730,13,5730,A,NA,2024,District Wide
080,Bertie County Schools,79.72,X,NA,X,NA,7,1775,7,1775,A,NA,2024,District Wide
090,Bladen County Schools,69.58,X,NA,X,NA,13,4021,13,4021,A,NA,2024,District Wide
09A,Paul R. Brown Leadership Academy,100,X,NA,X,NA,1,171,1,171,A,NA,2024,District Wide
100,Brunswick County Schools,56.18,X,NA,X,NA,20,13260,20,13260,A,NA,2024,District Wide
1002,Camp Lejeune Schools,28.97,X,NA,NA,NA,7,2706,NA,NA,NA,NA,2024,Not Participating
1007,Fort Liberty Schools,2.8,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
1095,Trinity Christian School,49.71,X,NA,X,NA,1,523,1,523,A,NA,2024,District Wide
1099,Greensboro Islamic Academy,77.96,X,NA,X,NA,1,245,1,245,A,NA,2024,District Wide
110,Buncombe County Schools,42.92,X,NA,X,NA,43,21814,43,21814,A,NA,2024,District Wide
111,Asheville City Schools,39.46,X,NA,NA,NA,10,3981,NA,NA,NA,NA,2024,Not Participating
11A,Evergreen Community Charter School,30.28,X,NA,NA,NA,1,436,NA,NA,NA,NA,2024,Not Participating
120,Burke County Schools,53.83,X,NA,X,NA,26,11759,25,11628,NA,S,2024,Some Schools
130,Cabarrus County Schools,37.81,X,NA,X,NA,45,35902,11,5976,NA,S,2024,Some Schools
132,Kannapolis City Schools,63.61,X,NA,X,NA,9,5587,9,5587,A,NA,2024,District Wide
13B,Valor Preparatory Academy,52.21,X,NA,NA,NA,2,747,NA,NA,NA,NA,2024,Not Participating
13C,A.C.E. Academy,63.55,X,NA,X,NA,1,428,1,428,A,NA,2024,District Wide
13D,Concord Lake STEAM Academy,63.72,X,NA,NA,NA,1,656,NA,NA,NA,NA,2024,Not Participating
140,Caldwell County Schools,58.18,X,NA,X,NA,24,10568,22,9962,NA,S,2024,Some Schools
150,Camden County Schools,21.68,NA,X,NA,NA,5,1896,NA,NA,NA,NA,2024,Not Participating
160,Carteret County Public Schools,40.61,X,NA,NA,NA,19,7993,NA,NA,NA,NA,2024,Not Participating
170,Caswell County Schools,72.76,X,NA,X,NA,6,2107,6,2107,A,NA,2024,District Wide
180,Catawba County Schools,48.5,X,NA,X,NA,28,15898,6,2432,NA,S,2024,Some Schools
181,Hickory City Schools,61,X,NA,X,NA,9,3782,9,3782,A,NA,2024,District Wide
182,Newton Conover City Schools,54.48,X,NA,X,NA,7,2645,4,1235,NA,S,2024,Some Schools
190,Chatham County Schools,41.07,X,NA,NA,NA,20,9167,NA,NA,NA,NA,2024,Not Participating
19A,Chatham Charter School,26.47,X,NA,NA,NA,1,578,NA,NA,NA,NA,2024,Not Participating
200,Cherokee County Schools,61.92,X,NA,X,NA,13,3083,13,3083,A,NA,2024,District Wide
210,Edenton/Chowan Schools,69.11,X,NA,X,NA,4,1816,4,1816,A,NA,2024,District Wide
220,Clay County Schools,52.25,X,NA,NA,NA,4,1309,NA,NA,NA,NA,2024,Not Participating
230,Cleveland County Schools,66.68,X,NA,X,NA,27,14204,27,14204,A,NA,2024,District Wide
240,Columbus County Schools,65.28,X,NA,X,NA,12,5296,12,5296,A,NA,2024,District Wide
241,Whiteville City Schools,65.07,X,NA,X,NA,4,2050,4,2050,A,NA,2024,District Wide
24N,Classical Charter Schools of Whiteville,68.37,X,NA,X,NA,1,822,1,822,A,NA,2024,District Wide
250,Craven County Schools,48.99,X,NA,X,NA,25,12436,16,6987,NA,S,2024,Some Schools
260,Cumberland County Schools,56.85,X,NA,X,NA,83,48515,62,30111,NA,S,2024,Some Schools
26B,Alpha Academy,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
26C,Capitol Encore Academy,76.18,X,NA,X,NA,1,743,1,743,A,NA,2024,District Wide
270,Currituck County Schools,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
280,Dare County Schools,36.26,X,NA,X,NA,11,5036,1,32,NA,S,2024,Some Schools
290,Davidson County Schools,49.09,X,NA,X,NA,35,17606,16,5907,NA,S,2024,Some Schools
291,Lexington City Schools,75.86,X,NA,X,NA,7,3032,7,3032,A,NA,2024,District Wide
292,Thomasville City Schools,71.17,X,NA,X,NA,4,2199,4,2199,A,NA,2024,District Wide
298,Residential Schools,74.83,X,NA,X,NA,3,151,3,151,A,NA,2024,District Wide
300,Davie County Schools,51.94,X,NA,NA,NA,12,6207,NA,NA,NA,NA,2024,Not Participating
310,Duplin County Schools,67.99,X,NA,X,NA,13,9884,13,9884,A,NA,2024,District Wide
320,Durham Public Schools,49.39,X,NA,X,NA,53,31833,28,14640,NA,S,2024,Some Schools
32A,Maureen Joy Charter,75.7,X,NA,X,NA,1,605,1,605,A,NA,2024,District Wide
32B,Durham Charter School,73.21,X,NA,X,NA,2,754,2,754,A,NA,2024,District Wide
32C,Community School of Digital and Visual Arts (CSDVA),89.2,X,NA,X,NA,1,176,1,176,A,NA,2024,District Wide
32D,Kestrel Heights Charter School,46.59,X,NA,NA,NA,1,440,NA,NA,NA,NA,2024,Not Participating
32H,Research Triangle Charter,59.67,X,NA,NA,NA,1,719,NA,NA,NA,NA,2024,Not Participating
32K,Central Park School for Children,30.85,X,NA,NA,NA,1,590,NA,NA,NA,NA,2024,Not Participating
32L,Voyager Academy,23.22,NA,X,NA,NA,1,1335,NA,NA,NA,NA,2024,Not Participating
32M,Global Scholars Academy,63.08,X,NA,X,NA,1,195,1,195,A,NA,2024,District Wide
32S,KIPP Durham College Preparatory,61.94,X,NA,X,NA,1,360,1,360,A,NA,2024,District Wide
330,Edgecombe County Schools,75.6,X,NA,X,NA,15,5320,16,5320,NA,S,2024,Some Schools
33A,North East Carolina Preparatory School,65.17,X,NA,X,NA,1,1022,1,1022,A,NA,2024,District Wide
340,Forsyth County Schools,57.06,X,NA,X,NA,79,52577,64,39746,NA,S,2024,Some Schools
34B,Quality Education Academy,92.67,X,NA,X,NA,1,641,1,641,A,NA,2024,District Wide
34D,Carter G. Woodson School,88.38,X,NA,X,NA,1,482,1,482,A,NA,2024,District Wide
34F,Forsyth Academy,78.12,X,NA,X,NA,1,722,1,722,A,NA,2024,District Wide
350,Franklin County Schools,58.53,X,NA,X,NA,16,7989,16,7989,A,NA,2024,District Wide
360,Gaston County Schools,54.35,X,NA,X,NA,55,30066,40,20906,NA,S,2024,Some Schools
36C,Mountain Island Charter School,11.65,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
36F,Ridgeview Charter School,80,X,NA,X,NA,1,270,1,270,A,NA,2024,District Wide
370,Gates County Schools,45.42,X,NA,NA,NA,5,1431,NA,NA,NA,NA,2024,Not Participating
380,Graham County Schools,68.16,X,NA,X,NA,3,1096,3,1096,A,NA,2024,District Wide
390,Granville County Schools,55.62,X,NA,X,NA,17,6559,14,6135,NA,S,2024,Some Schools
400,Greene County Schools,71.18,X,NA,X,NA,6,2828,6,2828,A,NA,2024,District Wide
410,Guilford County Schools,57.15,X,NA,X,NA,126,68221,94,48890,NA,S,2024,Some Schools
41C,Guilford Preparatory,82.02,X,NA,X,NA,1,584,1,584,A,NA,2024,District Wide
41F,Triad Math & Science Academy,61.21,X,NA,X,NA,1,1271,1,1271,A,NA,2024,District Wide
41H,The College Preparatory and Leadership Academy of High Point,79.54,X,NA,X,NA,1,826,1,826,A,NA,2024,District Wide
41J,Summerfield Charter Academy,13.28,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2024,Not Participating
41L,Gate City Charter Academy,73.89,X,NA,X,NA,1,678,1,678,A,NA,2024,District Wide
41M,Next Generation Academy,85.57,X,NA,X,NA,1,409,1,409,A,NA,2024,District Wide
41N,The Experiential School of Greensboro,41.73,X,NA,NA,NA,1,254,NA,NA,NA,NA,2024,Not Participating
41R,Summit Creek Academy,59.78,X,NA,X,NA,1,644,1,644,A,NA,2024,District Wide
420,Halifax County Schools,83.95,X,NA,X,NA,11,2174,11,2174,A,NA,2024,District Wide
421,Roanoke Rapids City Schools,69.51,X,NA,X,NA,5,2755,5,2755,A,NA,2024,District Wide
422,Weldon City Schools,75.35,X,NA,X,NA,4,722,4,722,A,NA,2024,District Wide
42A,KIPP - Halifax College Preparatory,77.09,X,NA,X,NA,1,550,1,550,A,NA,2024,District Wide
430,Harnett County Schools,48.92,X,NA,X,NA,28,19665,15,8869,NA,S,2024,Some Schools
440,Haywood County Schools,54.68,X,NA,X,NA,15,6512,15,6512,A,NA,2024,District Wide
450,Henderson County Schools,41.59,X,NA,X,NA,23,12622,23,12622,A,NA,2024,District Wide
460,Hertford County Schools,82.38,X,NA,X,NA,7,2423,7,2423,A,NA,2024,District Wide
470,Hoke County Schools,51.6,X,NA,X,NA,14,8734,14,8734,A,NA,2024,District Wide
480,Hyde County Schools,69.52,X,NA,X,NA,1,292,1,292,A,NA,2024,District Wide
490,Iredell-Statesville Schools,34.83,X,NA,X,NA,36,20751,23,11232,NA,S,2024,Some Schools
491,Mooresville Graded School District,35.37,X,NA,NA,NA,8,5906,NA,NA,NA,NA,2024,Not Participating
49B,American Renaissance Middle School,51.55,X,NA,NA,NA,1,809,NA,NA,NA,NA,2024,Not Participating
